,brand,model,year,price,color,condition,transmission,fuel_type,mileage
995,Mazda,Other,2006,"$2,495.00",Grey,Used,Automatic,Gasoline,"287,100"
996,Toyota,Corolla,2017,"$16,900.00",White,Used,NaN,Gasoline,"95,547"
997,Volkswagen,Jetta,2010,"$3,495.00",Black,Used,Manual,Gasoline,"185,450"
998,Audi,A8,2014,"$25,999.00",Black,Used,NaN,Gasoline,"122,408"
999,Jeep,Wrangler,2016,"$29,999.00",Blue,Used,NaN,Gasoline,"130,000"
1000,Nissan,Versa,2014,"$8,595.00",Other,Used,Automatic,Other,"122,179"
1001,Chevrolet,Silverado 2500,2019,"$80,000.00",White,Used,Automatic,NaN,"85,000"
1002,Toyota,RAV4,2018,"$25,400.00",Black,Used,NaN,Gasoline,"50,137"
1003,Other,Other,2012,"$4,995.00",Gold,Used,Automatic,Other,"210,500"
1004,Mazda,3,2012,"$2,500.00",White,Used,NaN,NaN,"220,000"
1005,Ford,Edge,2017,"$22,498.00",Other,Used,Automatic,Other,"81,718"
1006,Hyundai,Santa Fe,2017,"$22,998.00",Other,Used,Automatic,Other,"74,486"
1007,Toyota,Venza,2016,"$20,998.00",Other,Used,Automatic,Other,"69,224"
1008,Honda,CR-V,2016,"$18,998.00",Other,Used,Automatic,Other,"72,897"
1009,Toyota,RAV4,2017,"$19,998.00",Black,Used,Automatic,Other,"93,245"
1010,Toyota,Camry,2016,"$16,998.00",Black,Used,Automatic,Other,"93,966"
1011,Mazda,CX-3,2018,"$17,498.00",Other,Used,Automatic,Other,"63,156"
1012,Nissan,Rogue,2017,"$16,498.00",Other,Used,Automatic,Other,"72,081"
1013,Hyundai,Sonata,2018,"$16,399.00",Other,Used,Automatic,Other,"67,231"
1014,Infiniti,QX70,2017,"$39,900.00",Black,Used,Automatic,Gasoline,"52,000"
1015,Toyota,Corolla,2017,"$16,400.00",Blue,Used,NaN,Gasoline,"45,079"
1016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1020,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1022,Dodge,Caravan,2012,"$7,000.00",Grey,Used,Automatic,NaN,"137,000"
1023,Toyota,Corolla,2020,"$17,990.00",Black,Used,NaN,Gasoline,"64,557"
1024,GMC,Sierra 1500,2018,"$38,999.00",White,Used,Automatic,Gasoline,"161,260"
1025,Toyota,Prius v,2018,"$26,998.00",Other,Used,Automatic,Other,"61,416"
1026,Dodge,Grand Caravan,2018,"$18,477.00",Grey,Used,Automatic,Gasoline,"48,524"
1027,Saturn,Astra,2008,"$4,000.00",Silver,Used,Automatic,Gasoline,"143,837"
1028,Chevrolet,Silverado 1500,2001,"$8,500.00",Green,Used,Automatic,Gasoline,"188,000"
1029,GMC,C/K 2500,2007,"$3,900.00",NaN,Used,Automatic,NaN,"558,000"
1030,Chevrolet,Equinox,2009,"$3,250.00",Blue,Used,Automatic,Gasoline,"164,000"
1031,Hyundai,Santa Fe,2015,"$15,995.00",Black,Used,Automatic,Gasoline,"172,100"
1032,Buick,Envision,2019,"$29,995.00",Other,Used,Automatic,Other,"36,192"
1033,Jeep,Compass,2018,"$26,995.00",Other,Used,Automatic,Other,"45,515"
1034,Subaru,Outback,2011,"$3,500.00",Black,Used,Automatic,Gasoline,"300,000"
1035,GMC,Terrain,2019,"$33,995.00",White,Used,Automatic,Other,"38,143"
1036,Hyundai,Elantra,2008,"$3,000.00",Red,Used,Automatic,Gasoline,"190,000"
1037,Honda,Odyssey,2017,"$25,595.00",Other,Used,Automatic,Other,"107,049"
1038,Toyota,RAV4,2017,"$21,900.00",Grey,Used,NaN,Gasoline,"33,745"
1039,Mazda,Other,2006,"$2,495.00",Grey,Used,Automatic,Gasoline,"287,100"
1040,Toyota,Corolla,2017,"$16,900.00",White,Used,NaN,Gasoline,"95,547"
1041,Volkswagen,Jetta,2010,"$3,495.00",Black,Used,Manual,Gasoline,"185,450"
1042,Audi,A8,2014,"$25,999.00",Black,Used,NaN,Gasoline,"122,408"
1043,Jeep,Wrangler,2016,"$29,999.00",Blue,Used,NaN,Gasoline,"130,000"
1044,Nissan,Versa,2014,"$8,595.00",Other,Used,Automatic,Other,"122,179"
1045,Chevrolet,Silverado 2500,2019,"$80,000.00",White,Used,Automatic,NaN,"85,000"
1046,Toyota,RAV4,2018,"$25,400.00",Black,Used,NaN,Gasoline,"50,137"
1047,Other,Other,2012,"$4,995.00",Gold,Used,Automatic,Other,"210,500"
1048,Mazda,3,2012,"$2,500.00",White,Used,NaN,NaN,"220,000"
1049,Ford,Edge,2017,"$22,498.00",Other,Used,Automatic,Other,"81,718"
1050,Hyundai,Santa Fe,2017,"$22,998.00",Other,Used,Automatic,Other,"74,486"
1051,Toyota,Venza,2016,"$20,998.00",Other,Used,Automatic,Other,"69,224"
1052,Honda,CR-V,2016,"$18,998.00",Other,Used,Automatic,Other,"72,897"
1053,Toyota,RAV4,2017,"$19,998.00",Black,Used,Automatic,Other,"93,245"
1054,Toyota,Camry,2016,"$16,998.00",Black,Used,Automatic,Other,"93,966"
1055,Mazda,CX-3,2018,"$17,498.00",Other,Used,Automatic,Other,"63,156"
1056,Nissan,Rogue,2017,"$16,498.00",Other,Used,Automatic,Other,"72,081"
1057,Hyundai,Sonata,2018,"$16,399.00",Other,Used,Automatic,Other,"67,231"
1058,Infiniti,QX70,2017,"$39,900.00",Black,Used,Automatic,Gasoline,"52,000"
1059,Toyota,Corolla,2017,"$16,400.00",Blue,Used,NaN,Gasoline,"45,079"
1060,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1061,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1062,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1066,Nissan,Murano,2007,"$5,999.00",Grey,Used,Automatic,Gasoline,"176,806"
1067,Chevrolet,Cruze,2018,"$16,539.00",Grey,Used,Automatic,Gasoline,"46,998"
1068,Toyota,Prius,2016,"$19,400.00",Black,Used,NaN,Hybrid-Electric,"64,614"
1069,Dodge,Caravan,2012,"$7,000.00",Grey,Used,Automatic,NaN,"137,000"
1070,BMW,3-Series,2016,"$18,985.00",Black,Used,Automatic,Diesel,"110,101"
1071,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1072,Saturn,Astra,2008,"$4,000.00",Silver,Used,Automatic,Gasoline,"143,837"
1073,Chevrolet,Silverado 1500,2001,"$8,500.00",Green,Used,Automatic,Gasoline,"188,000"
1074,GMC,C/K 2500,2007,"$3,900.00",NaN,Used,Automatic,NaN,"558,000"
1075,Chevrolet,Equinox,2009,"$3,250.00",Blue,Used,Automatic,Gasoline,"164,000"
1076,Hyundai,Santa Fe,2015,"$15,995.00",Black,Used,Automatic,Gasoline,"172,100"
1077,Buick,Envision,2019,"$29,995.00",Other,Used,Automatic,Other,"36,192"
1078,Jeep,Compass,2018,"$26,995.00",Other,Used,Automatic,Other,"45,515"
1079,Subaru,Outback,2011,"$3,500.00",Black,Used,Automatic,Gasoline,"300,000"
1080,GMC,Terrain,2019,"$33,995.00",White,Used,Automatic,Other,"38,143"
1081,Hyundai,Elantra,2008,"$3,000.00",Red,Used,Automatic,Gasoline,"190,000"
1082,Honda,Odyssey,2017,"$25,595.00",Other,Used,Automatic,Other,"107,049"
1083,Toyota,RAV4,2017,"$21,900.00",Grey,Used,NaN,Gasoline,"33,745"
1084,Mazda,Other,2006,"$2,495.00",Grey,Used,Automatic,Gasoline,"287,100"
1085,Toyota,Corolla,2017,"$16,900.00",White,Used,NaN,Gasoline,"95,547"
1086,Volkswagen,Jetta,2010,"$3,495.00",Black,Used,Manual,Gasoline,"185,450"
1087,Audi,A8,2014,"$25,999.00",Black,Used,NaN,Gasoline,"122,408"
1088,Jeep,Wrangler,2016,"$29,999.00",Blue,Used,NaN,Gasoline,"130,000"
1089,Nissan,Versa,2014,"$8,595.00",Other,Used,Automatic,Other,"122,179"
1090,Chevrolet,Silverado 2500,2019,"$80,000.00",White,Used,Automatic,NaN,"85,000"
1091,Toyota,RAV4,2018,"$25,400.00",Black,Used,NaN,Gasoline,"50,137"
1092,Other,Other,2012,"$4,995.00",Gold,Used,Automatic,Other,"210,500"
1093,Mazda,3,2012,"$2,500.00",White,Used,NaN,NaN,"220,000"
1094,Ford,Edge,2017,"$22,498.00",Other,Used,Automatic,Other,"81,718"
1095,Hyundai,Santa Fe,2017,"$22,998.00",Other,Used,Automatic,Other,"74,486"
1096,Toyota,Venza,2016,"$20,998.00",Other,Used,Automatic,Other,"69,224"
1097,Honda,CR-V,2016,"$18,998.00",Other,Used,Automatic,Other,"72,897"
1098,Toyota,RAV4,2017,"$19,998.00",Black,Used,Automatic,Other,"93,245"
1099,Toyota,Camry,2016,"$16,998.00",Black,Used,Automatic,Other,"93,966"
1100,Mazda,CX-3,2018,"$17,498.00",Other,Used,Automatic,Other,"63,156"
1101,Nissan,Rogue,2017,"$16,498.00",Other,Used,Automatic,Other,"72,081"
1102,Hyundai,Sonata,2018,"$16,399.00",Other,Used,Automatic,Other,"67,231"
1103,Infiniti,QX70,2017,"$39,900.00",Black,Used,Automatic,Gasoline,"52,000"
1104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1106,Toyota,Highlander,2015,"$27,400.00",Gold,Used,NaN,Gasoline,"93,005"
1107,Toyota,RAV4,2017,"$19,900.00",Grey,Used,NaN,Gasoline,"66,128"
1108,Mazda,Mazda3 Sport,2020,$230.00,NaN,Lease Takeover,Automatic,Gasoline,"10,600"
1109,Hyundai,Genesis Coupe,2010,"$5,995.00",Grey,Used,Automatic,Gasoline,"245,800"
1110,Dodge,Caravan,2012,"$7,000.00",Grey,Used,Automatic,NaN,"137,000"
1111,Ford,Escape,2019,NaN,White,Used,Automatic,Gasoline,"28,764"
1112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1113,Toyota,RAV4,2016,"$18,998.00",Red,Used,Automatic,Other,"91,301"
1114,Hyundai,Kona,2018,"$23,992.00",Black,Used,Automatic,Other,"24,736"
1115,Chevrolet,Cruze,2018,"$14,995.00",Blue,Used,Manual,Other,"57,123"
1116,Saturn,Astra,2008,"$4,000.00",Silver,Used,Automatic,Gasoline,"143,837"
1117,Saturn,Astra,2008,"$4,000.00",Silver,Used,Automatic,Gasoline,"143,837"
1118,Nissan,Rogue,2018,"$25,998.00",Grey,Used,Manual,Other,"27,313"
1119,GMC,C/K 2500,2007,"$3,900.00",NaN,Used,Automatic,NaN,"558,000"
1120,Chevrolet,Equinox,2009,"$3,250.00",Blue,Used,Automatic,Gasoline,"164,000"
1121,Hyundai,Santa Fe,2015,"$15,995.00",Black,Used,Automatic,Gasoline,"172,100"
1122,Buick,Envision,2019,"$29,995.00",Other,Used,Automatic,Other,"36,192"
1123,Jeep,Compass,2018,"$26,995.00",Other,Used,Automatic,Other,"45,515"
1124,Subaru,Outback,2011,"$3,500.00",Black,Used,Automatic,Gasoline,"300,000"
1125,GMC,Terrain,2019,"$33,995.00",White,Used,Automatic,Other,"38,143"
1126,Hyundai,Elantra,2008,"$3,000.00",Red,Used,Automatic,Gasoline,"190,000"
1127,Honda,Odyssey,2017,"$25,595.00",Other,Used,Automatic,Other,"107,049"
1128,Toyota,RAV4,2017,"$21,900.00",Grey,Used,NaN,Gasoline,"33,745"
1129,Mazda,Other,2006,"$2,495.00",Grey,Used,Automatic,Gasoline,"287,100"
1130,Toyota,Corolla,2017,"$16,900.00",White,Used,NaN,Gasoline,"95,547"
1131,Volkswagen,Jetta,2010,"$3,495.00",Black,Used,Manual,Gasoline,"185,450"
1132,Audi,A8,2014,"$25,999.00",Black,Used,NaN,Gasoline,"122,408"
1133,Jeep,Wrangler,2016,"$29,999.00",Blue,Used,NaN,Gasoline,"130,000"
1134,Nissan,Versa,2014,"$8,595.00",Other,Used,Automatic,Other,"122,179"
1135,Chevrolet,Silverado 2500,2019,"$80,000.00",White,Used,Automatic,NaN,"85,000"
1136,Toyota,RAV4,2018,"$25,400.00",Black,Used,NaN,Gasoline,"50,137"
1137,Other,Other,2012,"$4,995.00",Gold,Used,Automatic,Other,"210,500"
1138,Mazda,3,2012,"$2,500.00",White,Used,NaN,NaN,"220,000"
1139,Ford,Edge,2017,"$22,498.00",Other,Used,Automatic,Other,"81,718"
1140,Hyundai,Santa Fe,2017,"$22,998.00",Other,Used,Automatic,Other,"74,486"
1141,Toyota,Venza,2016,"$20,998.00",Other,Used,Automatic,Other,"69,224"
1142,Honda,CR-V,2016,"$18,998.00",Other,Used,Automatic,Other,"72,897"
1143,Toyota,RAV4,2017,"$19,998.00",Black,Used,Automatic,Other,"93,245"
1144,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1145,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1146,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1148,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1150,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1151,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1154,Bentley,Continental GT,2015,"$144,000.00",White,Used,Automatic,Gasoline,"15,000"
1155,Nissan,Murano,2016,"$18,985.00",Other,Used,Automatic,Other,"119,081"
1156,Hyundai,Genesis Coupe,2010,"$6,495.00",Silver,Used,Manual,Gasoline,"208,650"
1157,Toyota,Tacoma,2019,"$41,998.00",Other,Used,Automatic,Other,"80,244"
1158,Toyota,Matrix,2009,"$6,499.00",White,Used,Automatic,Gasoline,"161,715"
1159,Honda,Civic,2007,"$1,500.00",Silver,Used,NaN,NaN,"380,000"
1160,Chevrolet,Cruze,2018,"$14,995.00",Blue,Used,Manual,Other,"57,123"
1161,Saturn,Astra,2008,"$4,000.00",Silver,Used,Automatic,Gasoline,"143,837"
1162,Saturn,Astra,2008,"$4,000.00",Silver,Used,Automatic,Gasoline,"143,837"
1163,Chevrolet,Silverado 1500,2001,"$8,500.00",Green,Used,Automatic,Gasoline,"188,000"
1164,GMC,C/K 2500,2007,"$3,900.00",NaN,Used,Automatic,NaN,"558,000"
1165,Chevrolet,Equinox,2009,"$3,250.00",Blue,Used,Automatic,Gasoline,"164,000"
1166,Hyundai,Santa Fe,2015,"$15,995.00",Black,Used,Automatic,Gasoline,"172,100"
1167,Buick,Envision,2019,"$29,995.00",Other,Used,Automatic,Other,"36,192"
1168,Jeep,Compass,2018,"$26,995.00",Other,Used,Automatic,Other,"45,515"
1169,Subaru,Outback,2011,"$3,500.00",Black,Used,Automatic,Gasoline,"300,000"
1170,GMC,Terrain,2019,"$33,995.00",White,Used,Automatic,Other,"38,143"
1171,Hyundai,Elantra,2008,"$3,000.00",Red,Used,Automatic,Gasoline,"190,000"
1172,Honda,Odyssey,2017,"$25,595.00",Other,Used,Automatic,Other,"107,049"
1173,Toyota,RAV4,2017,"$21,900.00",Grey,Used,NaN,Gasoline,"33,745"
1174,Mazda,Other,2006,"$2,495.00",Grey,Used,Automatic,Gasoline,"287,100"
1175,Toyota,Corolla,2017,"$16,900.00",White,Used,NaN,Gasoline,"95,547"
1176,Volkswagen,Jetta,2010,"$3,495.00",Black,Used,Manual,Gasoline,"185,450"
1177,Audi,A8,2014,"$25,999.00",Black,Used,NaN,Gasoline,"122,408"
1178,Jeep,Wrangler,2016,"$29,999.00",Blue,Used,NaN,Gasoline,"130,000"
1179,Nissan,Versa,2014,"$8,595.00",Other,Used,Automatic,Other,"122,179"
1180,Chevrolet,Silverado 2500,2019,"$80,000.00",White,Used,Automatic,NaN,"85,000"
1181,Toyota,RAV4,2018,"$25,400.00",Black,Used,NaN,Gasoline,"50,137"
1182,Other,Other,2012,"$4,995.00",Gold,Used,Automatic,Other,"210,500"
1183,Mazda,3,2012,"$2,500.00",White,Used,NaN,NaN,"220,000"
1184,Ford,Edge,2017,"$22,498.00",Other,Used,Automatic,Other,"81,718"
1185,Hyundai,Santa Fe,2017,"$22,998.00",Other,Used,Automatic,Other,"74,486"
1186,Toyota,Venza,2016,"$20,998.00",Other,Used,Automatic,Other,"69,224"
1187,Honda,CR-V,2016,"$18,998.00",Other,Used,Automatic,Other,"72,897"
1188,Toyota,RAV4,2017,"$19,998.00",Black,Used,Automatic,Other,"93,245"
1189,Toyota,Camry,2016,"$16,998.00",Black,Used,Automatic,Other,"93,966"
1190,Mazda,CX-3,2018,"$17,498.00",Other,Used,Automatic,Other,"63,156"
1191,Nissan,Rogue,2017,"$16,498.00",Other,Used,Automatic,Other,"72,081"
1192,Hyundai,Sonata,2018,"$16,399.00",Other,Used,Automatic,Other,"67,231"
1193,Infiniti,QX70,2017,"$39,900.00",Black,Used,Automatic,Gasoline,"52,000"
1194,Toyota,Corolla,2017,"$16,400.00",Blue,Used,NaN,Gasoline,"45,079"
1195,Kia,Forte,2013,"$3,995.00",Silver,Used,Automatic,Gasoline,"221,150"
1196,Toyota,Highlander,2015,"$27,400.00",Gold,Used,NaN,Gasoline,"93,005"
1197,Toyota,RAV4,2017,"$19,900.00",Grey,Used,NaN,Gasoline,"66,128"
1198,Hyundai,Elantra,2020,"$17,992.00",Other,Used,Automatic,Other,"14,627"
1199,Mercedes-Benz,Sprinter Van,2015,"$34,985.00",White,Used,Automatic,Diesel,"96,000"
1200,Dodge,Viper,2006,"$79,995.00",Blue,Used,NaN,NaN,"13,300"
1201,Kia,Optima,2014,"$10,688.00",White,Used,Automatic,Gasoline,"81,855"
1202,Cadillac,SRX,2010,"$12,992.00",Grey,Used,Automatic,Other,"128,904"
1203,Honda,Civic,2007,"$1,500.00",Silver,Used,NaN,NaN,"380,000"
1204,Chevrolet,Cruze,2018,"$14,995.00",Blue,Used,Manual,Other,"57,123"
1205,Saturn,Astra,2008,"$4,000.00",Silver,Used,Automatic,Gasoline,"143,837"
1206,Saturn,Astra,2008,"$4,000.00",Silver,Used,Automatic,Gasoline,"143,837"
1207,Nissan,Rogue,2018,"$25,998.00",Grey,Used,Manual,Other,"27,313"
1208,Chevrolet,Silverado 1500,2001,"$8,500.00",Green,Used,Automatic,Gasoline,"188,000"
1209,GMC,C/K 2500,2007,"$3,900.00",NaN,Used,Automatic,NaN,"558,000"
1210,Chevrolet,Equinox,2009,"$3,250.00",Blue,Used,Automatic,Gasoline,"164,000"
1211,Hyundai,Santa Fe,2015,"$15,995.00",Black,Used,Automatic,Gasoline,"172,100"
1212,Buick,Envision,2019,"$29,995.00",Other,Used,Automatic,Other,"36,192"
1213,Jeep,Compass,2018,"$26,995.00",Other,Used,Automatic,Other,"45,515"
1214,Subaru,Outback,2011,"$3,500.00",Black,Used,Automatic,Gasoline,"300,000"
1215,GMC,Terrain,2019,"$33,995.00",White,Used,Automatic,Other,"38,143"
1216,Hyundai,Elantra,2008,"$3,000.00",Red,Used,Automatic,Gasoline,"190,000"
1217,Honda,Odyssey,2017,"$25,595.00",Other,Used,Automatic,Other,"107,049"
1218,Toyota,RAV4,2017,"$21,900.00",Grey,Used,NaN,Gasoline,"33,745"
1219,Mazda,Other,2006,"$2,495.00",Grey,Used,Automatic,Gasoline,"287,100"
1220,Toyota,Corolla,2017,"$16,900.00",White,Used,NaN,Gasoline,"95,547"
1221,Volkswagen,Jetta,2010,"$3,495.00",Black,Used,Manual,Gasoline,"185,450"
1222,Audi,A8,2014,"$25,999.00",Black,Used,NaN,Gasoline,"122,408"
1223,Jeep,Wrangler,2016,"$29,999.00",Blue,Used,NaN,Gasoline,"130,000"
1224,Nissan,Versa,2014,"$8,595.00",Other,Used,Automatic,Other,"122,179"
1225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1226,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1228,Mazda,3,2012,"$2,500.00",White,Used,NaN,NaN,"220,000"
1229,Ford,Edge,2017,"$22,498.00",Other,Used,Automatic,Other,"81,718"
1230,Hyundai,Santa Fe,2017,"$22,998.00",Other,Used,Automatic,Other,"74,486"
1231,Toyota,Venza,2016,"$20,998.00",Other,Used,Automatic,Other,"69,224"
1232,Honda,CR-V,2016,"$18,998.00",Other,Used,Automatic,Other,"72,897"
1233,Toyota,RAV4,2017,"$19,998.00",Black,Used,Automatic,Other,"93,245"
1234,Toyota,Camry,2016,"$16,998.00",Black,Used,Automatic,Other,"93,966"
1235,Mazda,CX-3,2018,"$17,498.00",Other,Used,Automatic,Other,"63,156"
1236,Nissan,Rogue,2017,"$16,498.00",Other,Used,Automatic,Other,"72,081"
1237,Hyundai,Sonata,2018,"$16,399.00",Other,Used,Automatic,Other,"67,231"
1238,Infiniti,QX70,2017,"$39,900.00",Black,Used,Automatic,Gasoline,"52,000"
1239,Toyota,Corolla,2017,"$16,400.00",Blue,Used,NaN,Gasoline,"45,079"
1240,Kia,Forte,2013,"$3,995.00",Silver,Used,Automatic,Gasoline,"221,150"
1241,Toyota,Highlander,2015,"$27,400.00",Gold,Used,NaN,Gasoline,"93,005"
1242,Toyota,RAV4,2017,"$19,900.00",Grey,Used,NaN,Gasoline,"66,128"
1243,Cadillac,SRX,2010,"$12,992.00",Grey,Used,Automatic,Other,"128,904"
1244,Ram,1500,2018,"$38,983.00",Grey,Used,Automatic,Gasoline,"114,967"
1245,Toyota,Corolla,2016,"$15,998.00",Blue,Used,Automatic,Other,"85,567"
1246,Toyota,C-HR,2019,"$22,488.00",Grey,Used,Automatic,Gasoline,"38,210"
1247,Subaru,Forester,2010,"$3,500.00",Green,Used,Automatic,Gasoline,"199,500"
1248,Honda,Civic,2007,"$1,500.00",Silver,Used,NaN,NaN,"380,000"
1249,Chevrolet,Cruze,2018,"$14,995.00",Blue,Used,Manual,Other,"57,123"
1250,Saturn,Astra,2008,"$4,000.00",Silver,Used,Automatic,Gasoline,"143,837"
1251,Saturn,Astra,2008,"$4,000.00",Silver,Used,Automatic,Gasoline,"143,837"
1252,Nissan,Rogue,2018,"$25,998.00",Grey,Used,Manual,Other,"27,313"
1253,Chevrolet,Silverado 1500,2001,"$8,500.00",Green,Used,Automatic,Gasoline,"188,000"
1254,GMC,C/K 2500,2007,"$3,900.00",NaN,Used,Automatic,NaN,"558,000"
1255,Chevrolet,Equinox,2009,"$3,250.00",Blue,Used,Automatic,Gasoline,"164,000"
1256,Hyundai,Santa Fe,2015,"$15,995.00",Black,Used,Automatic,Gasoline,"172,100"
1257,Buick,Envision,2019,"$29,995.00",Other,Used,Automatic,Other,"36,192"
1258,Jeep,Compass,2018,"$26,995.00",Other,Used,Automatic,Other,"45,515"
1259,Subaru,Outback,2011,"$3,500.00",Black,Used,Automatic,Gasoline,"300,000"
1260,GMC,Terrain,2019,"$33,995.00",White,Used,Automatic,Other,"38,143"
1261,Hyundai,Elantra,2008,"$3,000.00",Red,Used,Automatic,Gasoline,"190,000"
1262,Honda,Odyssey,2017,"$25,595.00",Other,Used,Automatic,Other,"107,049"
1263,Toyota,RAV4,2017,"$21,900.00",Grey,Used,NaN,Gasoline,"33,745"
1264,Mazda,Other,2006,"$2,495.00",Grey,Used,Automatic,Gasoline,"287,100"
1265,Toyota,Corolla,2017,"$16,900.00",White,Used,NaN,Gasoline,"95,547"
1266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1270,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1278,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1279,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1280,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1282,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1284,Toyota,Corolla,2017,"$16,400.00",Blue,Used,NaN,Gasoline,"45,079"
1285,Kia,Forte,2013,"$3,995.00",Silver,Used,Automatic,Gasoline,"221,150"
1286,Toyota,Highlander,2015,"$27,400.00",Gold,Used,NaN,Gasoline,"93,005"
1287,Toyota,RAV4,2017,"$19,900.00",Grey,Used,NaN,Gasoline,"66,128"
1288,Toyota,RAV4,2017,"$18,998.00",Black,Used,Automatic,Other,"76,091"
1289,Chevrolet,Cruze,2019,"$18,353.00",Other,Used,Automatic,Gasoline,"38,189"
1290,Hyundai,Tucson,2011,"$8,499.00",Grey,Used,Automatic,Other,"114,091"
1291,Kia,Forte5,2012,"$4,000.00",Black,Used,Other,Gasoline,"202,500"
1292,Hyundai,Sonata,2017,"$13,492.00",Silver,Used,Automatic,Other,"82,588"
1293,Honda,Civic,2007,"$1,500.00",Silver,Used,NaN,NaN,"380,000"
1294,Saturn,Astra,2008,"$4,000.00",Silver,Used,Automatic,Gasoline,"143,837"
1295,Saturn,Astra,2008,"$4,000.00",Silver,Used,Automatic,Gasoline,"143,837"
1296,Nissan,Rogue,2018,"$25,998.00",Grey,Used,Manual,Other,"27,313"
1297,Chevrolet,Silverado 1500,2001,"$8,500.00",Green,Used,Automatic,Gasoline,"188,000"
1298,GMC,C/K 2500,2007,"$3,900.00",NaN,Used,Automatic,NaN,"558,000"
1299,Chevrolet,Equinox,2009,"$3,250.00",Blue,Used,Automatic,Gasoline,"164,000"
1300,Hyundai,Santa Fe,2015,"$15,995.00",Black,Used,Automatic,Gasoline,"172,100"
1301,Buick,Envision,2019,"$29,995.00",Other,Used,Automatic,Other,"36,192"
1302,Jeep,Compass,2018,"$26,995.00",Other,Used,Automatic,Other,"45,515"
1303,Subaru,Outback,2011,"$3,500.00",Black,Used,Automatic,Gasoline,"300,000"
1304,GMC,Terrain,2019,"$33,995.00",White,Used,Automatic,Other,"38,143"
1305,Hyundai,Elantra,2008,"$3,000.00",Red,Used,Automatic,Gasoline,"190,000"
1306,Honda,Odyssey,2017,"$25,595.00",Other,Used,Automatic,Other,"107,049"
1307,Toyota,RAV4,2017,"$21,900.00",Grey,Used,NaN,Gasoline,"33,745"
